ZONES COOR
Lazio2-01-a 42.334184385939416,11.953125000000002,40.871875465014804km
Lazio2-01-b 42.32606244456202,12.826538085937502,38.334150163965525km
Lazio1-01-a 41.99624282178583,12.414550781250002,11.676220355764695km
Lazio1-01-b 41.90636538970964,12.617797851562502,10.364233702589345km
Lazio2-02-a 41.53325414281322,12.886962890625002,20.90518626694798km
Lazio2-02-b 41.29431726315258,13.282470703125002,27.191164798481987km
Lazio2-02-c 41.5126907584586,13.804321289062502,29.856438868137142km
Lazio2-02-d 41.77131167976407,13.309936523437502,24.655217600041557km
Lazio1-02-a 41.7180304600481,12.139892578125002,31.536320891732717km
Lazio1-03-a 41.393294288784894,12.3980712890625,28.614129635901143km
Lazio1-03-b 41.74672584176937,12.667236328125002,16.521181464679183km
Lazio1-03-c 41.96357478222518,12.985839843750002,23.993759769891854km
Lazio1-03-d 41.660601243020906,13.068237304687502,11.335843903310548km
